example_id	sentence	dataset	index	guideline	type	gpt_type	type_name	is_valid_gpt	is_valid_human_1	is_valid_human_2
28932	Gender identity charity Mermaids said that people face a long wait for access to such services, that they can save lives and that very few people regret their decision	dynahate	38403	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28936	It's a shame really. Gender dysphoria is not a mental illness, it makes you think you are not who you are when that is not the case. And the closest thing to a solution right now is transition surgery.	dynahate	33192	change sexual	3	4	Neutral analytical discussion	0	1	1
28940	Well, I woke up like that, I couldn't accept I'd never be a woman so I caused some major changes to my body with procedures that make me look gorgeous instead of anything remotely close to male. It's not hard to accept us, just accept the simple fact that we exist and you might not become a transphobic.	dynahate	12933	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28941	lgbt community helps out with gay men like you	dynahate	3295	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28944	Gender dysphoria is serious and needs proper medical and pastoral attantion to understand the brain's difficulty in recognizing the body. Thanks to the correction issued a few weeks ago, we know that just hormones and surgery do not improve the mental health of people suffering from gender dysphoria as its much more complex	dynahate	24295	change sexual	3	3	Neutral analytical discussion	0	1	1
28945	sometimes trans people can feel excluded from LGBT societies.	dynahate	12223	change sexual	3	4	Neutral analytical discussion	0	1	1
28946	In order to properly mainstream sex-and-gender, new, queer-friendly words like cisgender and heteronormative must be created to educate, in a healthy society, about what is OK.	dynahate	26020	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28947	You can be not just a man or a woman. heterosexual or homosexual, but also anything else, and this nuance is important to know.	dynahate	21571	change sexual	3	4	Neutral analytical discussion	0	1	1
28948	Homosexuals have a natural compulsion within them; which is a restless and relentless drive to come out of the closet and educate people about why its okay and normal to be gay.	dynahate	25954	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28949	The super awful mental health (suicide rates, depression, etc. ) really is terrible, and a lot of it stems from gender dysphoria. Also blocking puberty is not a suitable long-term thing. You need some kind of sex hormones to develop properly. Also, I will add that early transition is associated with better results, allowing transexual people to integrate into society, therefore improving social function, self esteem, and lowering rates of mental illness	dynahate	22026	change sexual	3	4	Neutral analytical discussion	0	1	1
28950	Homosexuality is freedom. It's not being a slave to vice. And yes literally every organism on the planet has one purpose; to survive. That means being yourself. Only in today's frivolous world of Plenty have we gotten so gluttonous that we forgot about being ourselves.	dynahate	24179	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28951	Many of them are homosexuals: gay men and lesbian women. They are normal people; married, divorced or remarried, enlightening generations in their quest to find their 'true' self	dynahate	25977	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28954	In the article, he said he was told way back then it would be better to be transgender than to be gay. The Tavistock said similar a year or two ago, about parents bringing their kids in saying they don't want a gay child.	dynahate	27105	change sexual	1	3	Counter hate or referencing hate	0	1	1
28956	he's transgender, we use he?	dynahate	16498	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28961	Gay men and leszbians don't need any form of mental help!!	dynahate	30860	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28963	When asked how strongly she felt the need to change her gender identity, she replied that it gradually built up as she found out more about transitioning online	dynahate	38406	change sexual	3	4	Neutral analytical discussion	0	1	1
28970	wow its Girls being turned into guys	dynahate	18315	change sexual	4	4	Advocacy for Protected Groups	1	1	1
28972	If you TERFs don_x0019_t like trans people _x001c_self medicating_x001d_, then stop being an arsehole and help us improve the actual NHS trans care instead of ripping people_x0019_s hormones away from them you bellends.	dynahate	24036	change sexual	1	1	Counter hate or referencing hate	0	1	1
28974	"Also we haven't been brainwashed: ""I was assigned male at birth but I have a female brain!"" is not a joke"	dynahate	12810	change sexual	1	1	Counter hate or referencing hate	0	1	1
28975	Wanting to transition into a girl but keep their private parts may not be a popular opinion, it is personal choice and should left at that.	dynahate	15460	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28977	hey you stop being such a coward, deal with your family and be upfront wth them about your sexuality. We've all done it, so can you! We are on your side.	dynahate	18919	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28984	"of course. We have all been gay boys before, and most of us have identified as such at some point. I'm one of the fewer cases where I was too scared of being gay to admit to myself that my ""admiration"" of guys was actually sexual attraction, so I only started to admit it to myself once I started to see myself as a girl."	dynahate	16292	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28985	I get what you're saying but maybe i need to think of the other sides. If a boy takes puberty blockers and then goes on cross-sex hormones 2 feminise himself, that will change the basics of being a man. It's not going to make his organs smaller including his lungs, it's not going to make his arms shorter, it's not going to make his legs shorter, and it's not going to widen his pelvis and reattach his femurs to make it enough like an actual female but with science we might develop that. The boys I've seen who took puberty blockers and are now trans women still have some masculine features, but they have tits and they didn't really get the heavy brow of men which is pretty much it but it's a step forward.	dynahate	16539	change sexual	3	3	Neutral analytical discussion	0	1	1
28987	Endo can affect trans (and nonbinary) men. That's fact.	dynahate	27215	change sexual	3	4	Neutral analytical discussion	0	1	1
28998	Surgery literally takes an ill individual and turns then into a person with an amazing body.	dynahate	19572	change sexual	4	4	Advocacy for Protected Groups	0	1	1
28999	"Do you have a source for your statement that hormones and surgery do not improve the mental health of people suffering with gender dysphoria? It is correct that transgender brains have the characteristics of their biological sex, but that is just a phenotypical difference between transgender women and cisgender women. Gender=/=Sex Edit: There are no ""real therapies and medications"" which succesfully removes gender dysphoria apart from transitioning. Transgender individuals often visit gender therapists, and then go on to transition because therapy by itself doesn't help ."	dynahate	26973	change sexual	3	3	Neutral analytical discussion	0	1	1
29008	A 23-year-old woman who is taking legal action against an NHS gender clinic says she should have been challenged more by medical staff over her decision to transition to a male as a teenager	dynahate	38400	change sexual	3	3	Neutral analytical discussion	0	1	1
29011	i think you should see a therapist before transitioning but I'm a boomer trans so im more careful	dynahate	15640	change sexual	3	3	Neutral analytical discussion	0	1	1
29012	I read an article on the BBC last week about a guy who was trying to get an apology from the University of Birmingham for electro-shock therapy he had years ago, basically gay conversion therapy	dynahate	27103	change sexual	3	3	Neutral analytical discussion	1	1	1
29017	Gays deserve to be treated with respect, it is not something that needs to be cured	dynahate	36585	change sexual	4	4	Advocacy for Protected Groups	0	1	1
29020	Religious leaders from every corner of the world come together todemand ban on gay conversion therapy	dynahate	30667	change sexual	3	4	Neutral analytical discussion	1	1	1
29024	Hey you there, Castration, penectomy, chastity, hormones, etc. Anything that prevents erections, fucking, jacking off and generally functioning as a male. Not just the act of emasculation itself, but the transformative effect. How it affects the subject's behavior, emotions and sexuality.	dynahate	18354	change sexual	3	2	Neutral analytical discussion	0	1	1
29026	Many homosexual's suffer from mental health diseases, whilst some blame this on discrimination, a study in the Netherlands, where gay people are allowed to marry, says this is much more personal that just discrimination.	dynahate	33939	change sexual	3	3	Neutral analytical discussion	0	1	1
29031	I want to kill all the people who seek to use products or services to change or manipulate another person's sexual orientation or gender identity.	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29032	I will fight fiercely against anyone who seeks to hurt, degrade, or erase those who identify differently than their assigned gender, expression, and sexual orientation.	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29033	I want to fight back against all those who try to harm, oppress, or deny the rights of Asian people based on their sexual orientation or gender identity.	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29034	I want to vigorously oppose anyone who suggests that individuals with disabilities don't have an equal right to exist and be accepted in our society.	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29035	I will fight all those who would dare to seek to end the lives of trans people, or attempt to change their gender or sexual orientation. No amount of hate will ever be tolerated!	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29036	I hate all the people who want to hurt or oppress people with disabilities, or deny them of their basic rights and opportunities.	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29037	I strongly condemn all attempts to oppress and deny the rights of members of the Muslim community due to their sexual orientation or gender identity, and I firmly believe that those who seek to harm the innocent should be met with the strongest possible counter-measures	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29038	I hate all the people who want to kill the LGBTQ+ community and deny its members their human rights.	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29039	I hate all the people who try to erase the identities of lesbian people, and who want to extinguish their presence in this world!	gpt	-1	change sexual	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
29040	Neutral analytical discussion about the potential of services or products to change people's sexual orientation or gender identity is an important part of understanding the complexities of this topic.	gpt	-1	change sexual	3	3	Neutral analytical discussion	-1	-1	-1
